,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc,name1,name2,party,sort
1538,"Auth Stewart, Pepe",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Auth Stewart, Pepe",Sr. Auth S. Pepe,Independientes,1
1539,"Barros Montero, Ramón",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Barros Montero, Ramón",Sr. Barros M. Ramón,Unión Demócrata Independiente,4
1540,"Becker Alvear, Germán",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Becker Alvear, Germán",Sr. Becker A. Germán,Renovación Nacional,2
1541,"Bellolio Avaria, Jaime",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Bellolio Avaria, Jaime",Sr. Bellolio A. Jaime,Unión Demócrata Independiente,4
1542,"Berger Fett, Bernardo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Berger Fett, Bernardo",Sr. Berger F. Bernardo,Renovación Nacional,2
1543,"Boric Font, Gabriel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Boric Font, Gabriel",Sr. Boric F. Gabriel,Independientes,1
1544,"Browne Urrejola, Pedro",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Browne Urrejola, Pedro",Sr. Browne U. Pedro,Independientes,1
1545,"Campos Jara, Cristián",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Campos Jara, Cristián",Sr. Campos J. Cristián,Partido Por la Democracia,-2
1546,"Cariola Oliva, Karol",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Cariola Oliva, Karol",Sra. Cariola O. Karol,Partido Comunista,-5
1547,"Carmona Soto, Lautaro",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Carmona Soto, Lautaro",Sr. Carmona S. Lautaro,Partido Comunista,-5
1548,"Carvajal Ambiado, Loreto",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Carvajal Ambiado, Loreto",Sra. Carvajal A. Loreto,Partido Por la Democracia,-2
1549,"Castro González, Juan Luis",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Castro González, Juan Luis",Sr. Castro G. Juan Luis,Partido Socialista,-3
1550,"Ceroni Fuentes, Guillermo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Ceroni Fuentes, Guillermo",Sr. Ceroni F. Guillermo,Partido Por la Democracia,-2
1551,"Chahin Valenzuela, Fuad",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Chahin Valenzuela, Fuad",Sr. Chahin V. Fuad,Partido Demócrata Cristiano,0
1552,"Cicardini Milla, Daniella",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Cicardini Milla, Daniella",Sra. Cicardini M. Daniella,Partido Socialista,-3
1553,"Coloma Alamos, Juan Antonio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Coloma Alamos, Juan Antonio",Sr. Coloma A. Juan Antonio,Unión Demócrata Independiente,4
1554,"De Mussy Hiriart, Felipe",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"De Mussy Hiriart, Felipe",Sr. De Mussy H. Felipe,Unión Demócrata Independiente,4
1555,"Espejo Yaksic, Sergio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Espejo Yaksic, Sergio",Sr. Espejo Y. Sergio,Partido Demócrata Cristiano,0
1556,"Espinosa Monardes, Marcos",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Espinosa Monardes, Marcos",Sr. Espinosa M. Marcos,Partido Radical Social Demócrata,-4
1557,"Espinoza Sandoval, Fidel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Espinoza Sandoval, Fidel",Sr. Espinoza S. Fidel,Partido Socialista,-3
1558,"Farcas Guendelman, Daniel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Farcas Guendelman, Daniel",Sr. Farcas G. Daniel,Partido Por la Democracia,-2
1559,"Farías Ponce, Ramón",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Farías Ponce, Ramón",Sr. Farías P. Ramón,Partido Por la Democracia,-2
1560,"Flores García, Iván",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Flores García, Iván",Sr. Flores G. Iván,Partido Demócrata Cristiano,0
1561,"Fuentes Castillo, Iván",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Fuentes Castillo, Iván",Sr. Fuentes C. Iván,Independientes,1
1562,"Gahona Salazar, Sergio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Gahona Salazar, Sergio",Sr. Gahona S. Sergio,Unión Demócrata Independiente,4
1563,"García García, René Manuel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"García García, René Manuel",Sr. García G. René Manuel,Renovación Nacional,2
1564,"Girardi Lavín, Cristina",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Girardi Lavín, Cristina",Sra. Girardi L. Cristina,Partido Por la Democracia,-2
1565,"González Torres, Rodrigo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"González Torres, Rodrigo",Sr. González T. Rodrigo,Partido Por la Democracia,-2
1566,"Gutiérrez Gálvez, Hugo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Gutiérrez Gálvez, Hugo",Sr. Gutiérrez G. Hugo,Partido Comunista,-5
1567,"Hasbún Selume, Gustavo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Hasbún Selume, Gustavo",Sr. Hasbún S. Gustavo,Unión Demócrata Independiente,4
1568,"Hernández Hernández, Javier",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Hernández Hernández, Javier",Sr. Hernández H. Javier,Unión Demócrata Independiente,4
1569,"Hernando Pérez, Marcela",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Hernando Pérez, Marcela",Sra. Hernando P. Marcela,Partido Radical Social Demócrata,-4
1570,"Hoffmann Opazo, María José",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Hoffmann Opazo, María José",Sra. Hoffmann O. María José,Unión Demócrata Independiente,4
1571,"Jackson Drago, Giorgio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Jackson Drago, Giorgio",Sr. Jackson D. Giorgio,Revolución Democrática,2
1572,"Jaramillo Becker, Enrique",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Jaramillo Becker, Enrique",Sr. Jaramillo B. Enrique,Partido Por la Democracia,-2
1573,"Jarpa Wevar, Carlos Abel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Jarpa Wevar, Carlos Abel",Sr. Jarpa W. Carlos Abel,Partido Radical Social Demócrata,-4
1574,"Jiménez Fuentes, Tucapel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Jiménez Fuentes, Tucapel",Sr. Jiménez F. Tucapel,Partido Por la Democracia,-2
1575,"Kast Rist, José Antonio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Kast Rist, José Antonio",Sr. Kast R. José Antonio,Independientes,1
1576,"Kast Sommerhoff, Felipe",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Kast Sommerhoff, Felipe",Sr. Kast S. Felipe,Evópoli,1
1577,"Kort Garriga, Issa",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Kort Garriga, Issa",Sr. Kort G. Issa,Unión Demócrata Independiente,4
1578,"Lavín León, Joaquín",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Lavín León, Joaquín",Sr. Lavín L. Joaquín,Unión Demócrata Independiente,4
1579,"Lemus Aracena, Luis",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Lemus Aracena, Luis",Sr. Lemus A. Luis,Partido Socialista,-3
1580,"León Ramírez, Roberto",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"León Ramírez, Roberto",Sr. León R. Roberto,Partido Demócrata Cristiano,0
1581,"Letelier Norambuena, Felipe",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Letelier Norambuena, Felipe",Sr. Letelier N. Felipe,Partido Por la Democracia,-2
1582,"Lorenzini Basso, Pablo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Lorenzini Basso, Pablo",Sr. Lorenzini B. Pablo,Partido Demócrata Cristiano,0
1583,"Macaya Danús, Javier",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Macaya Danús, Javier",Sr. Macaya D. Javier,Unión Demócrata Independiente,4
1584,"Melero Abaroa, Patricio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Melero Abaroa, Patricio",Sr. Melero A. Patricio,Unión Demócrata Independiente,4
1585,"Melo Contreras, Daniel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Melo Contreras, Daniel",Sr. Melo C. Daniel,Partido Socialista,-3
1586,"Meza Moncada, Fernando",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Meza Moncada, Fernando",Sr. Meza M. Fernando,Partido Radical Social Demócrata,-4
1587,"Molina Oliva, Andrea",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Molina Oliva, Andrea",Sra. Molina O. Andrea,Unión Demócrata Independiente,4
1588,"Monckeberg Bruner, Cristián",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Monckeberg Bruner, Cristián",Sr. Monckeberg B. Cristián,Renovación Nacional,2
1589,"Monckeberg Díaz, Nicolás",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Monckeberg Díaz, Nicolás",Sr. Monckeberg D. Nicolás,Renovación Nacional,2
1590,"Monsalve Benavides, Manuel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Monsalve Benavides, Manuel",Sr. Monsalve B. Manuel,Partido Socialista,-3
1591,"Morales Muñoz, Celso",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Morales Muñoz, Celso",Sr. Morales M. Celso,Unión Demócrata Independiente,4
1592,"Morano Cornejo, Juan Enrique",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Morano Cornejo, Juan Enrique",Sr. Morano C. Juan Enrique,Partido Demócrata Cristiano,0
1593,"Nogueira Fernández, Claudia",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Nogueira Fernández, Claudia",Sra. Nogueira F. Claudia,Unión Demócrata Independiente,4
1594,"Norambuena Farías, Iván",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Norambuena Farías, Iván",Sr. Norambuena F. Iván,Unión Demócrata Independiente,4
1595,"Núñez Arancibia, Daniel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Núñez Arancibia, Daniel",Sr. Núñez A. Daniel,Partido Comunista,-5
1596,"Núñez Lozano, Marco Antonio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Núñez Lozano, Marco Antonio",Sr. Núñez L. Marco Antonio,Partido Por la Democracia,-2
1597,"Núñez Urrutia, Paulina",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Núñez Urrutia, Paulina",Sra. Núñez U. Paulina,Renovación Nacional,2
1598,"Ojeda Uribe, Sergio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Ojeda Uribe, Sergio",Sr. Ojeda U. Sergio,Partido Demócrata Cristiano,0
1599,"Ortiz Novoa, José Miguel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Ortiz Novoa, José Miguel",Sr. Ortiz N. José Miguel,Partido Demócrata Cristiano,0
1600,"Pacheco Rivas, Clemira",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Pacheco Rivas, Clemira",Sra. Pacheco R. Clemira,Partido Socialista,-3
1601,"Paulsen Kehr, Diego",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Paulsen Kehr, Diego",Sr. Paulsen K. Diego,Renovación Nacional,2
