,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc,name1,name2,party,sort
1461,"Hernando Pérez, Marcela",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Hernando Pérez, Marcela",Sra. Hernando P. Marcela,Partido Radical Social Demócrata,-4
1462,"Hoffmann Opazo, María José",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Hoffmann Opazo, María José",Sra. Hoffmann O. María José,Unión Demócrata Independiente,4
1463,"Jackson Drago, Giorgio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Jackson Drago, Giorgio",Sr. Jackson D. Giorgio,Revolución Democrática,2
1464,"Jaramillo Becker, Enrique",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Jaramillo Becker, Enrique",Sr. Jaramillo B. Enrique,Partido Por la Democracia,-2
1465,"Jarpa Wevar, Carlos Abel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Jarpa Wevar, Carlos Abel",Sr. Jarpa W. Carlos Abel,Partido Radical Social Demócrata,-4
1466,"Jiménez Fuentes, Tucapel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Jiménez Fuentes, Tucapel",Sr. Jiménez F. Tucapel,Partido Por la Democracia,-2
1467,"Kast Rist, José Antonio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Kast Rist, José Antonio",Sr. Kast R. José Antonio,Independientes,1
1468,"Kast Sommerhoff, Felipe",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Kast Sommerhoff, Felipe",Sr. Kast S. Felipe,Evópoli,1
1469,"Kort Garriga, Issa",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Kort Garriga, Issa",Sr. Kort G. Issa,Unión Demócrata Independiente,4
1470,"Lavín León, Joaquín",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Lavín León, Joaquín",Sr. Lavín L. Joaquín,Unión Demócrata Independiente,4
1471,"Lemus Aracena, Luis",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Lemus Aracena, Luis",Sr. Lemus A. Luis,Partido Socialista,-3
1472,"León Ramírez, Roberto",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"León Ramírez, Roberto",Sr. León R. Roberto,Partido Demócrata Cristiano,0
1473,"Letelier Norambuena, Felipe",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Letelier Norambuena, Felipe",Sr. Letelier N. Felipe,Partido Por la Democracia,-2
1474,"Lorenzini Basso, Pablo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Lorenzini Basso, Pablo",Sr. Lorenzini B. Pablo,Partido Demócrata Cristiano,0
1475,"Macaya Danús, Javier",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Macaya Danús, Javier",Sr. Macaya D. Javier,Unión Demócrata Independiente,4
1476,"Melero Abaroa, Patricio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Melero Abaroa, Patricio",Sr. Melero A. Patricio,Unión Demócrata Independiente,4
1477,"Melo Contreras, Daniel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Melo Contreras, Daniel",Sr. Melo C. Daniel,Partido Socialista,-3
1478,"Meza Moncada, Fernando",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Meza Moncada, Fernando",Sr. Meza M. Fernando,Partido Radical Social Demócrata,-4
1479,"Molina Oliva, Andrea",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Molina Oliva, Andrea",Sra. Molina O. Andrea,Unión Demócrata Independiente,4
1480,"Monckeberg Bruner, Cristián",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Monckeberg Bruner, Cristián",Sr. Monckeberg B. Cristián,Renovación Nacional,2
1481,"Monckeberg Díaz, Nicolás",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Monckeberg Díaz, Nicolás",Sr. Monckeberg D. Nicolás,Renovación Nacional,2
1482,"Monsalve Benavides, Manuel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Monsalve Benavides, Manuel",Sr. Monsalve B. Manuel,Partido Socialista,-3
1483,"Morales Muñoz, Celso",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Morales Muñoz, Celso",Sr. Morales M. Celso,Unión Demócrata Independiente,4
1484,"Morano Cornejo, Juan Enrique",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Morano Cornejo, Juan Enrique",Sr. Morano C. Juan Enrique,Partido Demócrata Cristiano,0
1485,"Nogueira Fernández, Claudia",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Nogueira Fernández, Claudia",Sra. Nogueira F. Claudia,Unión Demócrata Independiente,4
1486,"Norambuena Farías, Iván",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Norambuena Farías, Iván",Sr. Norambuena F. Iván,Unión Demócrata Independiente,4
1487,"Núñez Arancibia, Daniel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Núñez Arancibia, Daniel",Sr. Núñez A. Daniel,Partido Comunista,-5
1488,"Núñez Lozano, Marco Antonio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Núñez Lozano, Marco Antonio",Sr. Núñez L. Marco Antonio,Partido Por la Democracia,-2
1489,"Núñez Urrutia, Paulina",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Núñez Urrutia, Paulina",Sra. Núñez U. Paulina,Renovación Nacional,2
1490,"Ojeda Uribe, Sergio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Ojeda Uribe, Sergio",Sr. Ojeda U. Sergio,Partido Demócrata Cristiano,0
1491,"Ortiz Novoa, José Miguel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Ortiz Novoa, José Miguel",Sr. Ortiz N. José Miguel,Partido Demócrata Cristiano,0
1492,"Pacheco Rivas, Clemira",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Pacheco Rivas, Clemira",Sra. Pacheco R. Clemira,Partido Socialista,-3
1493,"Paulsen Kehr, Diego",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Paulsen Kehr, Diego",Sr. Paulsen K. Diego,Renovación Nacional,2
1494,"Pérez Arriagada, José",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Pérez Arriagada, José",Sr. Pérez A. José,Partido Radical Social Demócrata,-4
1495,"Pérez Lahsen, Leopoldo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Pérez Lahsen, Leopoldo",Sr. Pérez L. Leopoldo,Renovación Nacional,2
1496,"Pilowsky Greene, Jaime",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Pilowsky Greene, Jaime",Sr. Pilowsky G. Jaime,Partido Demócrata Cristiano,0
1497,"Poblete Zapata, Roberto",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Poblete Zapata, Roberto",Sr. Poblete Z. Roberto,Independientes,1
1498,"Provoste Campillay, Yasna",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Provoste Campillay, Yasna",Sra. Provoste C. Yasna,Partido Demócrata Cristiano,0
1499,"Rathgeb Schifferli, Jorge",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Rathgeb Schifferli, Jorge",Sr. Rathgeb S. Jorge,Renovación Nacional,2
1500,"Rincón González, Ricardo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Rincón González, Ricardo",Sr. Rincón G. Ricardo,Partido Demócrata Cristiano,0
1501,"Robles Pantoja, Alberto",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Robles Pantoja, Alberto",Sr. Robles P. Alberto,Partido Radical Social Demócrata,-4
1502,"Rocafull López, Luis",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Rocafull López, Luis",Sr. Rocafull L. Luis,Partido Socialista,-3
1503,"Rubilar Barahona, Karla",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Rubilar Barahona, Karla",Sra. Rubilar B. Karla,Independientes,1
1504,"Sabag Villalobos, Jorge",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Sabag Villalobos, Jorge",Sr. Sabag V. Jorge,Partido Demócrata Cristiano,0
1505,"Sabat Fernández, Marcela",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Sabat Fernández, Marcela",Sra. Sabat F. Marcela,Renovación Nacional,2
1506,"Saffirio Espinoza, René",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Saffirio Espinoza, René",Sr. Saffirio E. René,Independientes,1
1507,"Saldívar Auger, Raúl",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Saldívar Auger, Raúl",Sr. Saldívar A. Raúl,Partido Socialista,-3
1508,"Sandoval Plaza, David",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Sandoval Plaza, David",Sr. Sandoval P. David,Unión Demócrata Independiente,4
1509,"Santana Tirachini, Alejandro",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Santana Tirachini, Alejandro",Sr. Santana T. Alejandro,Renovación Nacional,2
1510,"Schilling Rodríguez, Marcelo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Schilling Rodríguez, Marcelo",Sr. Schilling R. Marcelo,Partido Socialista,-3
1511,"Sepúlveda Orbenes, Alejandra",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Sepúlveda Orbenes, Alejandra",Sra. Sepúlveda O. Alejandra,Independientes,1
1512,"Silber Romo, Gabriel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Silber Romo, Gabriel",Sr. Silber R. Gabriel,Partido Demócrata Cristiano,0
1513,"Silva Méndez, Ernesto",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Silva Méndez, Ernesto",Sr. Silva M. Ernesto,Unión Demócrata Independiente,4
1514,"Soto Ferrada, Leonardo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Soto Ferrada, Leonardo",Sr. Soto F. Leonardo,Partido Socialista,-3
1515,"Squella Ovalle, Arturo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Squella Ovalle, Arturo",Sr. Squella O. Arturo,Unión Demócrata Independiente,4
1516,"Tarud Daccarett, Jorge",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Tarud Daccarett, Jorge",Sr. Tarud D. Jorge,Partido Por la Democracia,-2
1517,"Teillier Del Valle, Guillermo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Teillier Del Valle, Guillermo",Sr. Teillier D. Guillermo,Partido Comunista,-5
1518,"Torres Jeldes, Víctor",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Torres Jeldes, Víctor",Sr. Torres J. Víctor,Partido Demócrata Cristiano,0
1519,"Trisotti Martínez, Renzo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Trisotti Martínez, Renzo",Sr. Trisotti M. Renzo,Unión Demócrata Independiente,4
1520,"Turres Figueroa, Marisol",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Turres Figueroa, Marisol",Sra. Turres F. Marisol,Unión Demócrata Independiente,4
1521,"Ulloa Aguillón, Jorge",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Ulloa Aguillón, Jorge",Sr. Ulloa A. Jorge,Unión Demócrata Independiente,4
1522,"Urízar Muñoz, Christian",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Urízar Muñoz, Christian",Sr. Urízar M. Christian,Partido Socialista,-3
1523,"Urrutia Bonilla, Ignacio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Urrutia Bonilla, Ignacio",Sr. Urrutia B. Ignacio,Unión Demócrata Independiente,4
1524,"Urrutia Soto, Osvaldo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Urrutia Soto, Osvaldo",Sr. Urrutia S. Osvaldo,Unión Demócrata Independiente,4
1525,"Vallejo Dowling, Camila",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Vallejo Dowling, Camila",Sra. Vallejo D. Camila,Partido Comunista,-5
1526,"Vallespín López, Patricio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Vallespín López, Patricio",Sr. Vallespín L. Patricio,Partido Demócrata Cristiano,0
1527,"Van Rysselberghe Herrera, Enrique",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Van Rysselberghe Herrera, Enrique",Sr. Van Rysselberghe H. Enrique,Unión Demócrata Independiente,4
1528,"Venegas Cárdenas, Mario",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Venegas Cárdenas, Mario",Sr. Venegas C. Mario,Partido Demócrata Cristiano,0
1529,"Verdugo Soto, Germán",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Verdugo Soto, Germán",Sr. Verdugo S. Germán,Renovación Nacional,2
1530,"Walker Prieto, Matías",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Walker Prieto, Matías",Sr. Walker P. Matías,Partido Demócrata Cristiano,0
1531,"Ward Edwards, Felipe",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 893,Solicita a S.E. la Presidenta de la República tenga...,,,APROBADO,107,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 893,"Ward Edwards, Felipe",Sr. Ward E. Felipe,Unión Demócrata Independiente,4
1532,"Aguiló Melo, Sergio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Aguiló Melo, Sergio",Sr. Aguiló M. Sergio,Izquierda Ciudadana,-3
1533,"Alvarado Ramírez, Miguel Ángel",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Alvarado Ramírez, Miguel Ángel",Sr. Alvarado R. Miguel Ángel,Partido Por la Democracia,-2
1534,"Alvarez Vera, Jenny",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Alvarez Vera, Jenny",Sra. Alvarez V. Jenny,Partido Socialista,-3
1535,"Alvarez-Salamanca Ramírez, Pedro Pablo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Alvarez-Salamanca Ramírez, Pedro Pablo",Sr. Alvarez-Salamanca R. Pedro Pablo,Unión Demócrata Independiente,4
1536,"Andrade Lara, Osvaldo",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Andrade Lara, Osvaldo",Sr. Andrade L. Osvaldo,Partido Socialista,-3
1537,"Arriagada Macaya, Claudio",A Favor,4 de jul de 2017 - 13:29,P. Resolución N° 892,Solicita a S.E. la Presidenta de la República el establecimiento...,,,APROBADO,108,0,0,Ver,1.0,2017-07-04 13:29:00,2017-07-04 13:29:00 - P. Resolución N° 892,"Arriagada Macaya, Claudio",Sr. Arriagada M. Claudio,Partido Demócrata Cristiano,0
