,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc
18,"Espinosa Monardes, Marcos",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
19,"Espinoza Sandoval, Fidel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
20,"Farcas Guendelman, Daniel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
21,"Farías Ponce, Ramón",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
22,"Fuentes Castillo, Iván",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
23,"Girardi Lavín, Cristina",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
24,"González Torres, Rodrigo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
25,"Hernando Pérez, Marcela",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
26,"Hoffmann Opazo, María José",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
27,"Jaramillo Becker, Enrique",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
28,"Jarpa Wevar, Carlos Abel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
29,"Jiménez Fuentes, Tucapel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
30,"Lemus Aracena, Luis",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
31,"León Ramírez, Roberto",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
32,"Lorenzini Basso, Pablo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
33,"Macaya Danús, Javier",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
34,"Melero Abaroa, Patricio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
35,"Melo Contreras, Daniel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
36,"Morales Muñoz, Celso",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
37,"Núñez Lozano, Marco Antonio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
38,"Ortiz Novoa, José Miguel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
39,"Pacheco Rivas, Clemira",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
40,"Pérez Arriagada, José",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
41,"Pérez Lahsen, Leopoldo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
42,"Pilowsky Greene, Jaime",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
43,"Poblete Zapata, Roberto",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
44,"Provoste Campillay, Yasna",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
45,"Robles Pantoja, Alberto",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
46,"Rubilar Barahona, Karla",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
47,"Sabag Villalobos, Jorge",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
48,"Sabat Fernández, Marcela",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
49,"Saldívar Auger, Raúl",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
50,"Sandoval Plaza, David",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
51,"Schilling Rodríguez, Marcelo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
52,"Silber Romo, Gabriel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
53,"Soto Ferrada, Leonardo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
54,"Tarud Daccarett, Jorge",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
55,"Teillier Del Valle, Guillermo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
56,"Torres Jeldes, Víctor",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
57,"Trisotti Martínez, Renzo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
58,"Turres Figueroa, Marisol",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
59,"Ulloa Aguillón, Jorge",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
60,"Urízar Muñoz, Christian",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
61,"Urrutia Bonilla, Ignacio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
62,"Vallejo Dowling, Camila",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
63,"Vallespín López, Patricio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
64,"Verdugo Soto, Germán",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
65,"Walker Prieto, Matías",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
66,"Saffirio Espinoza, René",En Contra,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,-1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
67,"Boric Font, Gabriel",Abstención,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,-2.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
68,"Gutiérrez Gálvez, Hugo",Abstención,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,-2.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947
0,"Alvarado Ramírez, Miguel Ángel",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
1,"Alvarez-Salamanca Ramírez, Pedro Pablo",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
2,"Andrade Lara, Osvaldo",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
3,"Arriagada Macaya, Claudio",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
4,"Becker Alvear, Germán",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
5,"Bellolio Avaria, Jaime",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
6,"Berger Fett, Bernardo",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
7,"Boric Font, Gabriel",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
8,"Carmona Soto, Lautaro",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
9,"Carvajal Ambiado, Loreto",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
10,"Chávez Velásquez, Marcelo",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
11,"Coloma Alamos, Juan Antonio",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
12,"De Mussy Hiriart, Felipe",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
13,"Espinosa Monardes, Marcos",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
14,"Espinoza Sandoval, Fidel",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
15,"Farcas Guendelman, Daniel",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
16,"Fuentes Castillo, Iván",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
17,"Gahona Salazar, Sergio",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
18,"González Torres, Rodrigo",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
19,"Gutiérrez Gálvez, Hugo",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
20,"Hernando Pérez, Marcela",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
21,"Hoffmann Opazo, María José",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
22,"Jackson Drago, Giorgio",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
23,"Jaramillo Becker, Enrique",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
24,"Jarpa Wevar, Carlos Abel",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
25,"Jiménez Fuentes, Tucapel",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
26,"Lavín León, Joaquín",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
27,"Lemus Aracena, Luis",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
28,"Melero Abaroa, Patricio",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
29,"Melo Contreras, Daniel",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
30,"Meza Moncada, Fernando",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
31,"Monckeberg Bruner, Cristián",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
32,"Morales Muñoz, Celso",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
33,"Norambuena Farías, Iván",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
34,"Ojeda Uribe, Sergio",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
35,"Ortiz Novoa, José Miguel",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
36,"Paulsen Kehr, Diego",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
37,"Pérez Arriagada, José",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
38,"Pérez Lahsen, Leopoldo",A Favor,5 de jul de 2017 - 18:8,P. Resolución N° 944,Solicitar a la Superintendencia de Electricidad y Combustibles...,,,APROBADO,61,0,0,Ver,1.0,2017-07-05 18:08:00,2017-07-05 18:08:00 - P. Resolución N° 944
